content,label
"If I had only known
It was the last walk in the rain
I'd keep you out for hours in the storm
I would hold your hand
Like a life line to my heart
Underneath the thunder we'd be warm
If I had only known
It was our last walk in the rain
If I had only known
I'd never hear your voice again
I'd memorize each thing you ever said
And on those lonely nights
I could think of them once more
Keep your words alive inside my head
If I had only known
I'd never hear your voice again
You were the treasure in my hand
You were the one who always stood beside me
So unaware I foolishly believed
That you would always be there
But then there came a day
And I turned my head and you slipped away
If I had only known
It was my last night by your side
I'd pray a miracle would stop the dawn
And when you'd smile at me
I would look into your eyes
And make sure you know my love
For you goes on and on
If I had only known
If I had only known
The love I would've shown
If I had only known",0
"Famous Funny Poem by Alfred Noyes

Everyone grumbled. The sky was grey.
We had nothing to do and nothing to say.
We were nearing the end of a dismal day,
And then there seemed to be nothing beyond,
Then
Daddy fell into the pond!

And everyone's face grew merry and bright,
And Timothy danced for sheer delight.
""Give me the camera, quick, oh quick!
He's crawling out of the duckweed!"" Click!

Then the gardener suddenly slapped his knee,
And doubled up, shaking silently,
And the ducks all quacked as if they were daft,
And it sounded as if the old drake laughed.
Oh, there wasn't a thing that didn't respond
When
Daddy Fell into the pond!
",1
"Yesterday
All my troubles seemed so far away
Now it looks as though they're here to stay
Oh, I believe in yesterday
Suddenly
I'm not half the man I used to be
There's a shadow hanging over me
Oh, yesterday came suddenly

Why she had to go
I don't know, she wouldn't say
I said something wrong
Now I long for yesterday

Yesterday
Love was such an easy game to play
Now I need a place to hide away
Oh, I believe in yesterday

Why she had to go
I don't know, she wouldn't say
I said something wrong
Now I long for yesterday

Yesterday
Love was such an easy game to play
Now I need a place to hide away
Oh, I believe in yesterday",0
"You wired me awake
And hit me with a hand of broken nails
You tied my lead and pulled my chain
To watch my blood begin to boil

But I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run
Yeah I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run

Too cold to start a fire
I'm burning diesel burning dinosaur bones
I'll take the river down to still water
And ride a pack of dogs

But I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run
Yeah I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run

Hits like a Phillips head into my brain
It's gonna be too dark to sleep again
Cutting my teeth on bars and rusty chains
I'm gonna break my rusty cage and run

When the forest burns along the road
Like God's eyes in my headlights
When the dogs are looking for their bones
And it's raining icepicks on your steel shore
Well I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run
Well I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run",0
"Only Rasta can liberate the people
Over hills and valleys too
Don't let them fool you
Don't believe for a minute that they are with you
Jah free the people
Over hills and valleys too
Don't let them fool you
Don't believe for a minute, they don't like you

Why try to make I unhappy
Really I don't know
If it was up to them my friend
We would never see the sun nor the snow
Through that mystical communication within
We keep on coming together
I love to see brothers and sisters
Looking out for one another
That's the way it should be
Not contrary, stop tearing down each other


Hard drugs won't do
You're just behaving like they want you to
Arrogance is much different from ignorance
And I know you feel the same way too
Many live this life without having a clue
No reason why they are so sad and blue
Places to go so much things to do
Not a moment to reflect on the cycle of life


It hard, it hard, it hard (yeah)
Mek them know we waan go home a we yard
It hard, it hard, it hard (let them know)
Let them know we waan go home a we yard
It hard, it hard, it hard (let them know)
Let them know we waan go home a we yard
It hard, it hard, it hard (oh god)
We waan go home",0
"Sup up your beer and collect your fags
There's a row going on down near Slough
Get out your mat and pray to the West
I'll get out mine and pray for myself
Thought you were smart when you took them on
But you didn't take a peep in their artillery room
All that rugby puts hairs on your chest
What chance have you got against a tie and a crest?
Hello-hurray, what a nice day
For the Eton Rifles, Eton Rifles
Hello-hurray, I hope rain stops play
For the Eton Rifles, Eton Rifles
Thought you were clever when you lit the fuse
Tore down the House of Commons in your brand new shoes
Composed a revolutionary symphony
Then went to bed with a charming young thing
Hello-hurray, cheers then, mate
It's the Eton Rifles, Eton Rifles
Hello-hurray, an extremist scrape
With the Eton Rifles, Eton Rifles
What a catalyst you turned out to be
Loaded the guns, then you run off home for your tea
Left me standing like a guilty schoolboy
What a catalyst you turned out to be
Loaded the guns, then you run off home for your tea
Left me standing like a naughty schoolboy
We came out of it naturally the worst
Beaten and bloody, and I was sick down my shirt
We were no match for their untamed wit
Though some of the lads said they'd be back next week
Hello-hurray, it's the price to pay
To the Eton Rifles, Eton Rifles
Hello-hurray, I'd prefer the plague
To the Eton Rifles, Eton Rifles
Hello-hurray, it's the price to pay
To the Eton Rifles, Eton Rifles
Hello-hurray, I'd prefer the plague
To the Eton Rifles, Eton Rifles
Eton Rifles, Eton Rifles
Eton Rifles, Eton Rifles",0
"I can settle down and be doin' just fine
Til' I hear an old train rollin' down the line
Then I hurry straight home and pack
And if I didn't go, I believe I'd blow my stack
I love you baby, but you gotta understand
When the Lord made me, he made a Ramblin' Man
Some folks might sa-ay that I'm no good
That I wouldn't settle down if I could
But when that open ro-oad starts to callin' me
There's somethin' o'er the hill that I gotta see
Sometimes it's har-rd but you gotta understand
When the Lord made me, He made a Ra-amblin' Man
I love to see the towns a-passin' by
And to ride these rails 'neath God's blue sky
Let me travel this land from the mountains to the sea
Cause that's the life I believe, He meant for me
And when I'm gone and at my grave, you stand
Just say God's called home your Ramblin' Man",1
"Victim Of Poverty

Poverty stricken youth jus trying to make a buck
mom working two jobs and pops don't give a f**k

daddy never comes around 
at night the only sound

that can be heard are the sounds of the ghetto
drug dealing, gang banging the sirens of the po po

he finds himself posted on the corner slangin dope
to him it seems like the only hope

to finally get off the block or stay at a dead end job wit no raise
so on the corner he stays

high school dropout wit no time for class
time at a desk could be spent in the spot making cash

scarface dreams are clouding up his mind
cocaine sales taking up his time

greed has polluted his brain, spirit, and soul
hatred and a heart as black as coal

have takin over him what is he to do
no one gives him an answer looking for a clue

looking to the sky for some kind of sign
all he can see is a life full of crime

until the day the cops get him or his enemies catch him in the wrong hood
wearin the wrong colors, throwin up the wrong signs if he could

change things he'd do anything for a second chance
times up he has a dance

with the devil that's going to last an eternity
another soul lost, but others see it as another victim of poverty.


",0
"Son, who is that knocking out there
It's an African postman daddy
African postman, ye-s a me brother
Woooo a me brother
This African post man bring I and I and I a telegram
African postman
African postman
African postman
Telegram say
Sons and daughters of His Imperial Majesty
Haile Selassie
Earth rightful Ruler
Without any apology say
This is the time, when I and I and I and should
Come home, yes Jah
Come hold the fort, come hold the fort
Nay leggo Nay leggo
Heng on, heng on, heng on, heng on, heng on
Come hold the fort we a hold
The fort, we a hold the fort
Give thanks to this African postman
African postman, African postman
The telegram was so interesting and
Essential and important to I and I as African
Bless and keep this postman
Guidance be with this postman
Providence, this African postman a Ia Ia Ia Ia I
Brother, African brother
To a brother is a brother
African postman, African postman, African postman
Who bring Ia Ia Ia I a telegram
Saying that, sons and daughters of His Imperial Majesty
Haile Selassie
Earth rightful Ruler
Without any apology saying
This the time when I and I and I
Should come yes Jah
Come on hold the fort, we a hold
The fort I and I yound
Come hold the fort
Nay leggo heng on Nay leggo heng on
Nay leggo heng on nay leggo
We a hold the fort, come hold the fort
We a hold the fort
Son yes Daddy
Who is that calling outside
It's a postman Daddy
What kind of a man is he
Saying that, sons and daughters of His Im
Of His Imperial Majesty
Haile Sel assie
Earth rightful Ruler
Without any apology say
This is the time, when Ia Ia Ia
Should come home, yes Jah
Come hold the fort
Nay leggo heng on nay leggo",1
"I have been a wanderer long (from The Search)

by Jiddu Krishnamurti




I have been a wanderer long
In this world of transient things.
I have known the passing pleasures thereof.
As the rainbow is beautiful
But soon vanishes into nothingness,
So have I known,
From the very foundation of the world,
The passing away of all things
Beautiful, joyous and pleasurable.

As the moon is full and serene,
In the day of harvest
So am I
In the day of my Liberation
Simple as the tender leaf am I
For in me are many winters and many springs.
As the dew drop is of the sea,
So am I born
In the ocean of my Liberation

As the mysterious river
Enters the open seas,
So have I entered
Into the world of Liberation
This is the end I have known.",1
"What the fuck's up, Dre?

You tell me, you talk to Ren

I'm right here nigga
Release the hound

Bow wow wow

I'm a nigga wit an attitude thanks to y'all
And I don't give a fuck I keep it gangsta y'all
I'mma ride for my side in the C.P.T
God bless the memory of Eazy-E
If it wasn't for me where the fuck you'd be
Rapping like the Treacherous Three, fucking cowards
I'd have seen Dre rocking parties for hours
And I'd have seen Ren fucking bitches from Howard
And I'd have seen Snoop give away Eddie Bauer's
So fuck Jerry Heller and the white superpowers

This the shit niggas kill for
They hear the villain niggas spitting with them nigga flows
Fuck you hoes, fuck you bitch-ass niggas too
Got something for you broke
These niggas wearing skirts like the pope
Who them niggas that you love to get
Who them niggas that you fuckin' with
Love to yell that we the shit
The saga continues with the world's most dangerous group
Four deep in the coup

I'mma smoke where I wanna smoke, fuck that
I'mma choke who I wanna choke, fuck that
I'mma ride where I wanna ride, fuck that
Cause I'mma nigga for life, so I'mma nigga til I diz-ie
I'mma smoke where I wanna smoke, fuck that
I'mma choke who I wanna choke, fuck that
I'mma ride where I wanna ride, fuck that
Cause I'mma nigga for life, so I'mma nigga til I diz-ie

A pencil, a pen, or a Glock
I'm the original, subliminal, subterranean
Titanium, criminal minded, swift
D-R-E with that fuck a bitch shit
A couple of notes and get you hog-tied in rope
Dope like tons of coke, cut-throat
You don't want the pistols to whistle
Candy paint Impala
I make hoes pop collars

God damn hoes, here we go again
Fucking with Ren, playing to win
He got the Coke and Hen - I got the juice and gin
Same shit you was fucking with way back then
We keep it cracking from the acting to the jacking
G'ed up C'ed up motherfucker blaze the weed up
We all on deck fool so put your heat up
I stay on deck so me don't get wet

Look my nigga, we can scatter like buckshots
Let's get together, make a record, why the fuck not

Why the fuck not

Why the fuck not

Why the fuck not

Cause I'm tight as the night
I had to wipe activator off the mic, in 1985

Real niggas, biatch, you know, ha hah

We cause tragedy, erratically
Systematically in your house without a key
How fucked up that'd be
Gat'll be near your anatomy, my form of flattery

Assault and battery, cause we coming with that street mentality
Straight west coast rider academy
Concrete nigga, that's my reality

We tend to bust on niggas that get mad at me

Was it a bitch in the mix

Well it had to be

Lying tricks told them dicks I had a key
Hoes make the world harder than it have to be

I'mma smoke where I wanna smoke, fuck that
I'mma choke who I wanna choke, fuck that
I'mma ride where I wanna ride, fuck that
Cause I'mma nigga for life, so I'mma nigga til I diz-ie
I'mma smoke where I wanna smoke, fuck that
I'mma choke who I wanna choke, fuck that
I'mma ride where I wanna ride, fuck that
Cause I'mma nigga for life, so I'mma muthafuckin nigga til I diz-ie",0
"Why are you frightened - can't you see that it's you
That ain't no ghost - it's a reflection of you
Why do you turn away - an' keep it out of sight
Oh - don't live up to your given roles
There's more inside you that you won't show
But you keep it hidden just like everyone
You're scared to show you care - it'll make you vulnerable
So you wear that ghost around you for disguise
But there's no need just 'cos it's all we've known
There's more inside you that you haven't shown
So keep on moving, moving, moving your feet
Keep on shuf-shuf-shuffling to this ghost dance beat
Just keep on walking down never ending streets
One day you'll walk right out of this life
And then you'll wonder why you didn't try
To spread some loving all around
Old fashioned causes like that still stand
Gotta rid this prejudice that ties you down
How do you feel at the end of the day
Just like you've walked over your own grave
So why are you frightened - can't you see that it's you
At the moment there's nothing - so there's nothing to lose
Lift up your lonely heart and walk right on through",1
"Only Thee 

That I want thee, only thee---let my heart repeat without end. 
All desires that distract me, day and night, 
are false and empty to the core. 

As the night keeps hidden in its gloom the petition for light, 
even thus in the depth of my unconsciousness rings the cry 
---`I want thee, only thee'. 

As the storm still seeks its end in peace 
when it strikes against peace with all its might, 
even thus my rebellion strikes against thy love 
and still its cry is 
---`I want thee, only thee'.",1
"Bravado

alone again, 
just another day dedicated to love ones missed. 
As I sit with an empty soul, 
not sad, 
not glad but pissed, 
thinking back on happier times 
when those who are gone hugged and kissed. 
But they're gone and the world still turns. 
I put up a bravado that I'm happy, 
but really my heart yearns for those better days 
trips to the beach and sun burns. 
Family get-togethers 
laughs and smile. 
Food collecting on our plates in piles and piles. 
But now all that piles up on my tears, 
most out of heartache but some come from fears. 
I could have hydrated an entire nation over the years. 
Yet I mask them with smiles that are hollow 
in hope that there will always be a better tomorrow. 
But until then you will forever see is my bravado.


",0
"Niggas on the left, brag shit to death
Now hoods on the right, wild for the night
Punks in the back, c'mon and attract to what
Clan in da front, let your feet stomp
Niggas on the left, brag shit to death
Hoods on the right, wild for the night
Punks in the back, c'mon and attract to what
This goes back to nineteen..
Ahem, check it, yo
GOOD MORNING VIETNAM!!
Yeah, good morning to all you motherfuckin notty-headed niggas
Word to the camouflage large niggas
Bitch niggas fuckin my body
Bring that fuckin meth in here
Yo yo yo yo
Now we gonna drink some good Nightrain

Champion gear that I rock, you get your boots knocked
Then attack you like a pit that lock shit DOWN
As I come and freaks the sound, hardcore
But giving you more and more, like ding!
Nah shorty, get you open like six packs
Killer Bees attack, flippin what, murder one, phat tracks
A'ight? I kick it like a Night Flite!
Word life, I get that ass raw, I'm fulla spite!
Check the method from Bedrock, cause I rock ya head to bed
Just like rockin what? Twin Glocks!
Shake the ground while my beats just break you down
Raw sound, we going to war right now
So, yo, bombin
We Usually Take All Niggas Garments
Save ya breath before I vomit

I be that insane nigga from the psycho ward
I'm on the trigger, plus I got the Wu-Tang sword
So how you figure that you can even fuck with mine?
Hey, yo, RZA! Hit me with that shit one time!
And pull a foul, niggas save the beef on the cow
I'm milkin this ho, this is MY show, tical
The FUCK you wanna do? More than Spike Lee's Do
I'm like a sniper, hyper off the ginseng root
PLO style, buddha monks with the owls
So who's the fucking man? Meth-Tical
On the chessbox

Yo, yeah, yo
I leave the mic in body bags, my rap style has
The force to leave you lost, like the tribe of Shabazz
Murderous material, made by a madman
It's the mic wrecker, Inspector, bad man
From the bad lands of the killer, rap fanatic
Representing with the skill that's iller
Dare to compare, get pierced just like an ear
The zoo-we-do-wop-bop strictly hardware
Armed and geared cause I just broke out the prison
Charged by the system - for murdering the rhythm!
Now, lo and behold, another deadly episode
Bound to catch another fuckin charge when I explode

Slammin a hype-ass verse til ya head burst
I ramshack dead in the track, and that's that
Rap assassin, fastin, quick to blast and hardrock
I ran up in spots like Fort Knox!
I'm hot, top notch, Ghost thinks with logic
Flashback's how I attacked your whole project
I'm raw, I'm rugged and raw! I repeat, if I die
My seed'll be ill like me
Approachin me, you out of respect, chops ya neck
I get vexed, like crashing up a phat-ass Lex'
So clear the way, make way, yo! Open the cage
Peace, I'm out, jettin like a runaway slave

Ya gettin stripped from ya garments, boy, run ya jewels
While the meth got me open like falopian tubes
I bring death to a snake when he least expect
Ain't a damn thing changed, boy, Protect Ya Neck
Ruler Zig Zag, Zig-Allah jam is fatal
Quick to stick my Wu-Tang sword right through ya navel
Suspenseful, plus bein bought through my utensil
The pencil, I break strong winds up against your
Abbot, that run up through your county like the Maverick
Caps through the tablets, I gots to make the fabrics

Are uh-ah-uh Are you a warrior? Killer? Slicin shit like a samurai
The Ol' Dirty Bastard from the bar
Ol' Dirty clan of terrorists
Comin atcha ass like a sorceress, shootin' that PISS!
Niggas be gettin on my fuckin nerves
Rhymes they be kickin make me wanna kick they fuckin ass to the curb
I got funky fresh, like the old specialist
A carrier, messenger, bury ya
This experience is for the whole experience
Let it be applied, and THEN DROP THAT SCIENCE

My my my
My Clan is thick like plaster
Bust ya, slash ya
Slit a nigga back like a Dutch Master Killer
Style jumped off and Killa, Hill-er
I was the thriller in the Ali-Frazier Manilla
I came down with phat tracks that combine and interlock
Like getting smashed by a cinder block
Blaow! Now it's all over
Niggas seeing pink hearts, yellow moons
Orange stars and green clovers",0
"Carolina!
Whine your body, gyal
Make dem know say you have it fi mad dem

Oh Carolina (Prowl off, jump an prance)
Oh Carolina (Prowl off, jump an prance)
Oh Carolina, gyal prowl off
Gyal you fi jump and prance (Prowl off, jump an prance)
Carolina come bubble 'pon me
Oh, watch how she groove
Carolina come whine pon me
Oh, watch how di gyal groove
Oh Carolina (Prowl off, jump an prance)
Oh Carolina (Prowl off, jump an prance)
Oh Carolina, gyal prowl off
Gyal you fi jump and prance (Prowl off, jump an prance)

Oh, Carolina is a girl
She deh pon top of di world
Well now she rock her body
And a move just like a squirrel
I say, ""young baby girl!""
I said, ""I love how you move""
""You just a rock to di rhythm, and a riddim and move
And now you know di girl-""

Oh Carolina (Prowl off, jump an prance)
Oh Carolina (Prowl off, jump an prance)
Oh Carolina, gyal prowl off
Gyal you fi jump an prance (Prowl off, jump an prance)
Oh Carolina (Prowl off, jump an prance)
Oh Carolina (Prowl off, jump an prance)
Oh Carolina, gyal prowl off
Gyal you fi jump an prance (Prowl off, 1 -2 - 3, hit me! )
Carolina come bubble 'pon me
Oh, watch how she groove
Carolina come whine pon me
Oh, watch how di gyal groove
Oh Carolina (Prowl off, jump an prance)
Oh Carolina (Prowl off, jump an prance)
Oh Carolina, gyal prowl off
Gyal you fi jump and prance (Prowl off, jump an prance)

Well now, me love how she shock
Watch how she rock
Body, it a swing like mi grandfather clock
Gyal, move your body make man dem drop!
Bumper jus' a move, it jus' a cause roadblock

Oh Carolina (Prowl off, jump an prance)
Oh Carolina (Prowl off, jump an prance)
Yes, Oh Carolina (Prowl off, jump an prance)
Carolina, Carolina, Oh Carolina (Prowl off, jump an prance)
All di Brooklyn gyal dem, dem know fi jump and rock
I say, di Flatbush gyal dem know how fi get up and rock (Get up and rock!)",1
"Complicated Families...

So many tears shed in the dark of night,
hidden away in our private thoughts
only to be shelved with morning's first light
because of no courage to speak of the pain
this part of our lives remain the same...

Mother's and Fathers, Sisters and Brothers
gather for holidays they hope will heal
while gathered together sharing a meal
what they bring, back from the past,
perhaps they'll be able to bed it, at last.

Years of analysis, a lifetime of good,
can be shattered with just one word,
maybe a look, or gesture of scorn;
any of which destroys years of progress,
all the good overturned,
At least that's what I'm told,
over and over again...

I sit by a letter, addressed to my sister,
no courage to post it, no guts to muster.
I've written the things I needed to say;
will she get my meaning or stray away?
into her own thoughts to calm her that day...
thoughts of comfort, truth not portrayed.

It must be nice to be the favored child of choice,
to not know the feelings of a life not rejoiced,
to know through life, whatever wrong you've done
in the eyes of the parents, you'll remain number one;
to not know what it's like to give of your soul
for recognition that you will never, ever know...


",0
