content,label
"Musa Spiritus


O Word concealed in the upper fire,
Thou who hast lingered through centuries,
Descend from thy rapt white desire,
Plunging through gold eternities.

Into the gulfs of our nature leap,
Voice of the spaces, call of the Light!
Break the seals of Matter's sleep,
Break the trance of the unseen height.

In the uncertain glow of human mind,
Its waste of unharmonied thronging thoughts,
Carve thy epic mountain-lined
Crowded with deep prophetic grots.

Let thy hue-winged lyrics hover like birds
Over the swirl of the heart's sea.
Touch into sight with thy fire-words
The blind indwelling deity.

O Muse of the Silence, the wideness make
In the unplumbed stillness that hears thy voice,
In the vast mute heavens of the spirit awake
Where thy eagles of Power flame and rejoice.

Out, out with the mind and its candles flares,
Light, light the suns that never die.
For my ear the cry of the seraph stars
And the forms of the Gods for my naked eye!

Let the little troubled life-god within
Cast his veils from the still soul,
His tiger-stripes of virtue and sin,
His clamour and glamour and thole and dole;",1
"Invitation


With wind and the weather beating round me
     Up to the hill and the moorland I go.
Who will come with me? Who will climb with me?
Wade through the brook and tramp through the snow?

Not in the petty circle of cities
Cramped by your doors and your walls I dwell;
Over me God is blue in the welkin
        Against me the wind and the storm rebel.

I sport with solitude here in my regions,
               Of misadventure have me a friend.
Who would live largely?Who would live freely?
                 Here to the wind-swept uplands ascend.

I am the lord of tempest and mountain,
          I am the Spirit of freedom and pride.
Stark must he be and a kinsman to danger
    Who shares my kingdom and walks at my side",1
"The Miracle of Birth

I saw my soul a traveller through Time; 
    From life to life the cosmic ways it trod, 
Obscure in the depths and on the heights sublime, 
    Evolving from the worm into the god. 

A spark of the eternal Fire, it came 
    To build a house in Matter for the Unborn. 
The inconscient sunless Night received the flame, 
    In the brute seed of things dumb and forlorn 

Life stirred and Thought outlined a gleaming shape 
    Till on the stark inanimate earth could move, 
Born to somnambulist Nature in her sleep 
    A thinking creature who can hope and love. 

Still by slow steps the miracle goes on, 
The Immortal's gradual birth mid mire and stone. ",1
"Because Thou Art

Because Thou art All-beauty and All-bliss, 
    My soul blind and enamoured yearns for Thee; 
It bears thy mystic touch in all that is 
    And thrills with the burden of that ecstasy. 

Behind all eyes I meet Thy secret gaze 
    And in each voice I hear Thy magic tune: 
Thy sweetness haunts my heart through Nature's ways 
    Nowhere it beats now from Thy snare immune. 

It loves Thy body in all living things; 
    Thy joy is there in every leaf and stone: 
The moments bring thee on their fiery wings; 
    Sight's endless artistry is Thou alone. 

Time voyages with Thee upon its prow  
And all the futures passionate hope is Thou",1
"The Inner Fields


There is a brighter ether than this blue
Pretence of an enveloping heavenly vault,
Royaler investiture than this massed assault
Of emerald rapture pearled with tears of dew.
Immortal spaces of cerulean hue
Are in our reach and fields without this fault
Of drab brown earth and streams that never halt
In their deep murmur which white flowers strew

Floating like stars upon a strip of sky.
This world behind is made of truer stuff
Than the manufactured tissue of earth's grace.
There we can walk and see the gods go by
And sip from Hebe's cup nectar enough
To make for us heavenly limbs and deathless face.",1
"The Golden Light

Thy golden Light came down into my brain
And the grey rooms of mind sun-touched became
A bright reply to Wisdom's occult plane,
A calm illumination and a flame.

Thy golden Light came down into my throat,
And all my speech is now a tune divine,
A paean-song of Thee my single note;
My words are drunk with the Immortal's wine.

Thy golden Light came down into my heart
Smiting my life with Thy eternity;
Now has it grown a temple where Thou art
And all its passions point towards only Thee.

Thy golden Light came down into my feet,
My earth is now Thy playfield and Thy seat.",1
"Evolution (revised)

I passed into a lucent still abode
And saw as in a mirror crystalline
An ancient Force ascending serpentine
The unhasting spirals of the aeonic road.

Earth was a cradle for the arriving god
And man but a half-dark half-luminous sign
Of the transition of the veiled Divine
From Matter's sleep and the tormented load

Of ignorant life and death to the Spirit's light.
Mind liberated swam Light's ocean vast,
And life escaped from its grey tortured line;

I saw Matter illumining its parent Night.
The soul could feel into infinity cast
Timeless God-bliss the heart incarnadine.",1
"Bande Mataram

Mother, I bow to thee!
Rich with thy hurrying streams,
Bright with thy orchard gleams,
Cool with thy winds of delight,
Dark fields waving, Mother of might,
Mother free.

Glory of moonlight dreams
Over thy branches and lordly streams,
Clad in thy blossoming trees,
Mother, giver of ease,
Laughing low and sweet!
Mother, I kiss thy feet,
Speaker sweet and low!
Mother, to thee I bow.

Who hath said thou art weak in thy lands,
When the swords flash out in twice seventy million hands
And seventy millions voices roar
Thy dreadful name from shore to shore?
With many strengths who art mighty and stored,
To thee I call, Mother and Lord!
Thou who savest, arise and save!
To her I cry who ever her foemen drave
Back from plain and sea
And shook herself free.

Thou art wisdom, thou art law,
Thou our heart, our soul, our breath,
Thou the love divine, the awe
In our hearts that conquers death.
Thine the strength that nerves the arm,
Thine the beauty, thine the charm.
Every image made divine
In our temples is but thine.

Thou art Durga, Lady and Queen,
With her hands that strike and her swords of sheen,
Thou art Lakshmi lotus-throned,
Pure and perfect without peer,
Mother, lend thine ear.
Rich with thy hurrying streams,
Bright with thy orchard gleams,
Dark of hue, O candid-fair


In thy soul, with jewelled hair
And thy glorious smile divine,
Loveliest of all earthly lands,
Showering wealth from well-stored hands!
Mother, mother mine!
Mother sweet, I bow to thee,
Mother great and free.",1
"The Word of The Silence


A bare impersonal hush is now my mind,
A world of sight clear and inimitable,
A volume of silence by a Godhead signed,
A greatness pure, virgin of will.

Once on its pages Ignorance could write
In a scribble of intellect the blind guess of Time
And cast gleam-messages of ephemeral light,
A food for souls that wander on Nature's rim.

But now I listen to a greater Word
Born from the mute unseen omniscient Ray:
The Voice that only Silence' ear has heard
Leaps missioned from an eternal glory of Day.

All turns from a wideness and unbroken peace
To a tumult of joy in a sea of wide release.",1
"The Universal Incarnation

There is a Wisdom like a brooding Sun,
A Bliss in the heart's crypt grown fiery white,
The heart of a world in which all hearts are one,
A Silence on the mountains of delight.

A Calm that cradles Fate upon its knees;
A wide Compassion leans to embrace earth's pain;
A Witness dwells within our secrecies,
The incarnate Godhead in the body of man.

Our mind is a glimmering curtain of that Ray,
Our strength a parody of the Immortal's power,
Our joy a dreamer on the Eternal's way
Hunting the fugitive beauty of an hour.

Only on the heart's veiled door the word of flame
Is written, the secret and tremendous Name.",1
"The Witness Spirit

I dwell in the spirit's calm nothing can move
And watch the actions of Thy vast world-force,
Its mighty wings that through infinity move
And the Time-gallopings of the deathless Horse.

This mute stupendous Energy that whirls
The stars and nebulae in its long train,
Like a huge Serpent through my being curls
With its diamond hood of joy and fangs of pain.

It rises from the dim inconscient deep
Upcoiling through the minds and hearts of men,
Then touches on some height of luminous sleep
The bliss and splendour of the eternal plane.

All this I bear in me, untouched and still
Assenting to Thy all-wise inscrutable will.",1
"Nirvana

All is abolished but the mute Alone.
The mind from thought released, the heart from grief,
Grow inexistent now beyond belief;
There is no I, no Nature, known-unknown.
The city, a shadow picture without tone,
Floats, quivers unreal; forms without relief
Flow, a cinema's vacant shapes; like a reef
Foundering in shoreless gulfs the world is done.

Only the illimitable Permanent
Is here. A Peace stupendous, featureless, still.
Replaces all, - what once was I, in It 
A silent unnamed emptiness content
Either to fade in the Unknowable
Or thrill with the luminous seas of the Infinite.",1
"The Call of The Impossible

Our godhead calls us in unrealised things.
Asleep in the wide fields of destiny,
A world guarded by Silence' rustling wings
Sheltered their fine impossibility.

But part, but quiver the cerulean gates,
Close splendours look into our dreaming eyes;
We bear proud deities and magnificent fates;
Faces and hands come near from Paradise.

What shone thus far above is here in us;
Bliss unattained our future's birthright is;
Beauty of our dim soul is amorous,
We are the heirs of infinite widenesses.

The impossible is the hint of what shall be,
Mortal the door to immortality.",1
"The Dreamboat

Who was it that came to me in a boat made of dream-fire,
With his flame brow and his sun-gold body?
Melted was the silence into a sweet secret murmur,
""Do you come now? Is the heart's fire ready?""

Hidden in the recesses of the heart something shuddered,
It recalled all that the life's joy cherished,
Imaged the felicity it must leave lost forever,
And the boat passed and the gold god vanished.

Now within the hollowness of the world's breast inhabits - 
For the love died and the old joy ended - 
Void of a felicity that has fled, gone for ever,
And the gold god and the dream boat come not.",0
"Cosmic Consciousness

I have wrapped the wide world in my wider self
And Time and Space my spirit's seeing are.
I am the god and demon, ghost and elf,
I am the wind's speed and the blazing star.

All Nature is the nursling of my care,
I am its struggle and the eternal rest;
The world's joy thrilling runs through me, I bear
The sorrow of millions in my lonely breast.

I have learned a close identity with all,
Yet am by nothing bound that I become;
Carrying in me the universe's call
I mount to my imperishable home.

I pass beyond Time and life on measureless wings,
Yet still am one with born and unborn things.",1
"The Kingdom Within

There is a kingdom of the spirit's ease.
        It is not in this helpless swirl of thought,
        Foam from the world-sea or spray-whisper caught,
With which we build mind's shifting symmetries,
Nor in life's stuff of passionate unease,
        Nor the heart's unsure emotions frailty wrought
        Nor trivial clipped sense-joys soon brought to nought
Nor in this body's solid transiences.

Wider behind than the vast universe
        Our spirit scans the drama and the stir,
A peace, a light, an ecstasy, a power
Waiting at the end of blindness and the curse
        That veils it from its ignorant minister,
The grandeur of its free eternal hour.",1
"Life And Death

Life, death, - death, life; the words have led for ages
Our thought and consciousness and firmly seemed
Two opposites; but now long-hidden pages
Are opened, liberating truths undreamed.
Life only is, or death is life disguised, -
Life a short death until by Life we are surprised.",1
"Bride of the Fire


Bride of the Fire, clasp me now close, - 
Bride of the Fire!
I have shed the bloom of the earthly rose,
I have slain desire.

Beauty of the Light, surround my life, - 
Beauty of the Light!
I have sacrificed longing and parted from grief,
I can bear thy delight.

Image of Ecstasy, thrill and enlace, - 
Image of Bliss!
I would see only thy marvellous face,
Feel only thy kiss.

Voice of Infinity, sound in my heart, - 
Call of the One!
Stamp there thy radiance, never to part,
O living sun.",0
"Ocean Oneness

Silence is round me, wideness ineffable;
White birds on the ocean diving and wandering;
A soundless sea on a voiceless heaven,
Azure on azure, is mutely gazing.

Identified with silence and boundlessness
My spirit widens clasping the universe
Till all that seemed becomes the Real,
One in a mighty and single vastness.

Someone broods there nameless and bodiless,
Conscious and lonely, deathless and infinite,
And, sole in a still eternal rapture,
Gathers all things to his heart for ever.",1
"I Have A Hundred Lives

I have a hundred lives before me yet
To grasp thee in, O Spirit ethereal,
Be sure I will with heart insatiate
Pursue thee like a hunter through them all.

Thou yet shalt turn back on the eternal way
And with awakened vision watch me come
Smiling a little at errors past and lay 
Thy eager hand in mine, its proper home.

Meanwhile made happy by thy happiness
I shall approach thee in things and people dear, 
And in thy spirit's motions half-possess,
Loving what thou hast loved, shall feel thee near,

Until I lay my hands on thee indeed
Somewhere among the stars, as 'twas decreed.",0
"The Unseen Infinite

Arisen to voiceless unattainable peaks
I meet no end, for all is boundless He,
An absolute Joy the wide-winged spirit seeks,
A Might, a Presence, an Eternity.

In the inconscient dreadful dumb Abyss
Are heard the heart-beats of the Infinite.
The insensible midnight veils His trance of bliss,
A fathomless sealed astonishment of Light.

In His ray that dazzles our vision everywhere,
Our half-closed eyes seek fragments of the One:
Only the eyes of Immortality dare
To look unblinded on that living Sun.

Yet are our souls the Immortal's selves within,
Comrades and powers and children of the Unseen.",0
"Life

Mystic Miracle, daughter of Delight, 
Life, thou ecstasy,
Let the radius of thy flight
Be eternity.

On thy wings thou bearest high
Glory and disdain,
Godhead and mortality,
Ecstasy and pain.

Take me in thy wild embrace 
Without weak reserve
Body dire and unveiled face;
Faint not, Life, nor swerve.

All thy bliss I would explore,
All thy tyranny.
Cruel like the lion's roar,
Sweet like springtide be.

Like a Titan I would take,
Like a God enjoy,
Like a man contend and make,
Revel like a boy.

More I will not ask of thee,
Nor my fate would choose;
King or conquered let me be,
Live or lose.

Even in rags I am a god;
Fallen, I am divine;
High I triumph when down-trod,
Long I live when slain.",0
"God

Thou who pervadest all the worlds below,
Yet sitst above,
Master of all who work and rule and know,
Servant of Love!

Thou who disdainest not the worm to be 
Nor even the clod,
Therefore we know by that humility
That thou art God.",1
"Liberation

I have thrown from me the whirling dance of mind
And stand now in the spirit's silence free,
Timeless and deathless beyond creature-kind,
The centre of my own eternity.

I have escaped and the small self is dead;
I am immortal, alone, ineffable;
I have gone out from the universe I made,
And have grown nameless and immeasurable.

My mind is hushed in a wide and endless light,
My heart a solitude of delight and peace,
My sense unsnared by touch and sound and sight,
My body a point in white infinities.

I am the one Being's sole immobile Bliss:
No one I am, I who am all that is.",1
"Soul In The Ignorance


Soul in the Ignorance, wake from its stupor.
Flake of the world-fire, spark of Divinity,
Lift up thy mind and thy heart into glory.
Sun in the darkness, recover thy lustre.

One, universal, ensphering creation,
Wheeling no more with inconscient Nature,
Feel thyself God-born, know thyself deathless.
Timeless return to thy immortal existence.",1
"The Godhead

I sat behind the dance of Danger's hooves
In the shouting street that seemed a futurist's whim,
And suddenly felt, exceeding Nature's grooves,
In me, enveloping me the body of Him.


Above my head a mighty head was seen,
A face with the calm of immortality
And an omnipotent gaze that held the scene
In the vast circle of its sovereignty.


His hair was mingled with the sun and breeze ;
The world was in His heart and He was I:
I housed in me the Everlasting's peace,
The strength of One whose substance cannot die.

The moment passed and all was as before;
Only that deathless memory I bore.",1
"Transformation: Sonnet

My breath runs in a subtle rhythmic stream;
It fills my members with a might divine:
I have drunk the Infinite like a giant’s wine.
Time is my drama or my pageant dream.
Now are my illumined cells joy’s flaming scheme
And changed my thrilled and branching nerves to fine
Channels of rapture opal and hyaline
For the influx of the Unknown and the Supreme.

I am no more a vassal of flesh,
A slave to Nature and her leaden rule;
I am caught no more in the senses’ narrow mesh.
My soul unhorizoned widens to measureless sight,
My body is God’s happy living tool,
My spirit a vast sun of deathless light.",1
"To Weep Because

To weep because a glorious sun has set
Which the next morn shall gild the east again;
To mourn that mighty strengths must yield to fate
Which by that force a double strength attain;
To shrink from pain without whose friendly strife
Joy could not be, to make a terror of death
Who smiling beckons us to farther life,
And is a bridge for the persistent breath;
Despair and anguish and the tragic grief 
Of dry set eyes, or such disastrous tears
As rend the heart, though meant for its relief, 
And all man's ghastly company of fears
Are born of folly that believes the span
Of life the limit of immortal man.",0
"Kamadeva

When in the heart of the valleys and hid by the roses
The sweet Love lies,
Has he wings to rise to his heavens or in the closes
Lives and dies?

On the peaks of the radiant mountains if we should meet him
Proud and free,
Will he not frown on the valleys? Would it befit him
Chained to be?

Will you then speak of the one as a slave and a wanton,
The other too bare?
But God is the only slave and the only monarch
We declare.

It is God who is Love and a boy and a slave for our passion
He was made to serve;
It is God who is free and proud and the limitless tyrant
Our souls deserve.",1
"The Guest - Sonnet

I have discovered my deep deathless being:
Masked by my front of mind, immense, serene
It meets the world with an Immortal's seeing,
A god-spectator of the human scene.

No pain and sorrow of the heart and flesh
Can tread that pure and voiceless sanctuary.
Danger and fear, Fate's hounds, slipping their leash
Rend body and nerve, - the timeless Spirit is free.

Awake, God's ray and witness in my breast,
In the undying substance of my soul
Flamelike, inscrutable the almighty Guest.
Death nearer comes and Destiny takes her toll;

He hears the blows that shatter Nature's house:
Calm sits He, formidable, luminous.",1
"Oh Lord, what shall I say to You?

by Anandamurti (Prabhat Ranjan Sarkar)

English version by Gunther Smith


Oh Lord, what shall I say to You?
You have broken my dark slumber,
and now I shall move on the Path of Light.
I shall move, I shall move, I shall move.

My flower, which was long neglected,
You have threaded in Your garland.
The offerings of my mind,
which were soiled with dust,
You have taken onto Your lap.

I exchange all I had, for I have received You.
To You alone I will listen.
I will listen, I will listen, I will listen.",1
"Oh unknown traveler, you come alone

by Anandamurti (Prabhat Ranjan Sarkar)

English version by Gunther Smith


Oh unknown traveler, you come alone.
At the end of night when the jasmine flower fell.
Seeing my door closed, you stood by the wayside.
My eyes half closed in sleep, some things I could see, and some things I could not.
Then you went away at dawn, wet with the mist at the end of night, floating in the infinite void.
The jasmine creeper at my door still carries the message of your arrival.
Removing its drops of dew, it remains awake, ever waiting for you.
If at that time, I had opened my door, and whispered a word in your ear that autumn midnight,
I would have floated aloft, and mingled myself in your melody.",1
"On the path of the journey to effulgence,

by Anandamurti (Prabhat Ranjan Sarkar)

English version by Gunther Smith


On the path of the journey to effulgence,
all are invited today, hence, I call.
The Earth, swinging in the great universal swing, has become beautiful.
Today, there is no discrimination.
Come all together, forgetting rivalry, let us all jointly announce that we are one and will remain one.
All hearts are threaded in the same garland of gems. Let us all sing the song in the same tune.
There is no high or low, black or white. All are brothers in the world.
Pain or earnestness of one, is pain or earnestness of all.
All hearts oscillate in the same swing, within the ocean of nectar, singing one song.
Full of love, arousing hope, speaking in the same tone?look ahead.
Extending love to both friend and foe, singing the song of pardon, let us go forward.",1
"The violin of all human minds

by Anandamurti (Prabhat Ranjan Sarkar)

English version by Gunther Smith


The violin of all human minds is playing with one harmony today, and so is the scent of every heart.
With Your sweet appearance, You have descended on the Earth, giving the same realization.
Do not break this garland of flowers, which is the entire wealth of my love.
Come closer and still closer and closer;
and take away my everything.",1
"At dusk, at dawn I gaze upon your beauty

by Darshan Singh

English version by Barry Lerner and Harbans Singh Bedi
Original Language Urdu

At dusk, at dawn I gaze upon your beauty --
A dazzling spectacle of rising moon and sun.

So far, the wayfarers have not discovered your footprints:
They stand staring at the stepstone of your door

Your glance of abundant grace did not satisfy;
We with the seeing eye know a glance from a glance.

Saqi, they've just arrived and taken their seats;
How is it that they've already gained intimacy?

Some you inspire with the madness of prostration:
They cannot tell their heads from your door.

Saqi, whoever comes by even a tinge of awakening
We see sitting in your assembly, oblivious to this world.

Men who are maddened by the thought of the goal
See not fellow travelers -- they are intent on the road.

Master, in what strange state your Darshan lives:
We always see his eyes moist with tears.",1
"How did I ever think silence the language of love?

by Darshan Singh

English version by Barry Lerner and Harbans Singh Bedi
Original Language Urdu

How did I ever think silence the language of love?
What I thought would not come to light was in plain sight.

I hear my silence talked of in every lane;
The suppression of a cry is itself a cry of pain.

The beloved's regard was but a flash of light;
How innocent to think I'd found eternal bliss.

These, too, in the end were the gardener's: the lightning and the wind
And that handful of pitiful straws I'd called my nest.

Darshan, the glances I'd fancied voiced my love --
Even they couldn't convey the unplumbed depths of my longing.",1
"How should I tell of the feeling that reigns

by Darshan Singh

English version by Barry Lerner and Harbans Singh Bedi
Original Language Urdu

How should I tell of the feeling that reigns in the court of the friend?
Dancing light is my beloved's face, cup and carafe are ecstatic!

Every nook and cranny is effulgent with his light;
Every mote and grain celebrates the beloved's face.

On earth from end to end I see his beauty,
In heaven after heaven I gaze upon my friend.

Seeker banished from the beatific vision, look through the eyes of your heart!
How can you see the beloved's light with eyes of flesh and blood?

Man's sorrows I bore, this world I loved --
My whole life I gave to the work of my friend.

Brushing past me, it stirred my heart and was gone:
God! The morning breeze has learned to tease from my friend.

Let them try to imprison him in temple, mosque and church!
The seeing eye finds the beloved's signs in every mote.

Very near your heart are seekers of your vision;
Those who look at the surface are exiled from the beloved's light.

What can I say of the grace he showers on me within?
Darshan, the moment I close my eyes, the beloved's light begins.",1
" In what state was I

by Darshan Singh

English version by Barry Lerner and Harbans Singh Bedi
Original Language Urdu

Who knows, in what state was I when I met her eyes?
Where, who was I? Completely lost.

For you that sun and that moon are gaudy snares:
Beware, lest caught, your gaze rise no higher.

My love -- the paradise at my journey's end -- is annoyed.
Why does every path seem so lonesome?

Impetuous tipplers, have regard for the goblets and cups!
As you journey through the world of hearts, step gently.

My madness knows why, nightlong, desperate with sorrow,
I rush about with tearful eyes, embracing shadows.

I follow no guide, no creed -- just an inkling of the way:
A tug at my heart leads me forward.

Friends, we must not let the darkness enshroud us again!
So many kissed the gallows before we saw this dawn.

When beauty herself provokes a look, therein lies the thrill:
Were she not so expectant, what would compel my eyes?

Darshan, life is the confluence of reality and dream:
In this union lies the exaltation of a human being.
",1
"Wonder of wonders!

by Darshan Singh

English version by Barry Lerner and Harbans Singh Bedi
Original Language Urdu

Wonder of wonders! What grace flows within the saqi's tavern!
The secrets of both worlds are an open book in his cup.

Why do you seek in the temple? What will you find in the Ka'aba?
Open your inner eye, look in the idol house of your heart.

Friends, by morning you'll find nothing here but ashes:
My heart also burns, with the same sorrow as the moth.

The wine of Truth the saqi keeps concealed in his eyes,
Whatever he pours in the cup deceives thirst.

Who is aware of this wonder? Without instruments
Resounds a symphony in the chamber of the heart!

Saqi, is slaying my desire your kind of mercy?
I hear endless ecstasy reigns in your tavern.

In moments of quietude, I often begin to wonder:
Is a musician playing a melody within my joyful heart?

In all your life, Darshan, nowhere will you find
A joy to rival the rapture of Master's tavern.
",1
"Ah, Come Sit Beside Me

by Jiddu Krishnamurti




Ah, come sit beside me by the sea, open and free.
I will tell thee of that inward calmness
As of the still deep;
Of that inward freedom
As of the skies;
Of that inward happiness
As of the dancing waters.

And as now the moon makes a silent path on the dark sea,
So beside me lies the clear path of pure understanding.
The groaning sorrow is hid under a mocking smile,
The heart is heavy with the burden of corruptible love,
The deceptions of the mind pervert thought.

Ah, come sit beside me
Open and free.
As the even flow of clear sunlight,
So shall thine understanding come to thee.
The burdensome fear of anxious waiting
Shall go from thee as the waters recede before the rushing winds.

Ah, come sit beside me,
Thou shalt know of the understanding of true love.
As the mind drives the blind clouds,
So shall thy brutish prejudice be driven by clear thought.

The moon is in love with the sun
And the stars fill the skies with their laughter.

Oh, come sit beside me
Open and free.
",1
"I Am All

by Jiddu Krishnamurti




I am the blue firmament and the black cloud,
I am the waterfall and the sound thereof,
I am the graven image and the stone by the wayside,
I am the rose and the falling petals thereof,
I am the flower of the field and the sacred lotus,
I am the sanctified waters and the still pool,
I am the tree that towereth among the mountains
And the blade of grass in the peaceful lane,
I am the tender spring leaf and the evergreen foliage.

I am the barbarian and the sage,
I am the impious and the pious,
I am the ungodly and the godly,
I am the harlot and the virgin,
I am the liberated and the man of time,
I am the the indestructible and the destructible,
I am the renunciation and the proud possessor.
I am all
few know me.

I am neither This nor That,
I am neither detached nor attached,
I am neither heaven nor hell -- few know me --
I am neither philosophies nor creeds,
I am neither the Guru nor the disciple.
O friend,
I contain all.

I am clear as the mountain stream,
Simple as the new spring leaf.

Happy are they
That meet with me.
",1
